,53,lbl시어서커원피스,원피스,"1,550",38,"아주좋음
0.02",4.2,"아주좋음
9.05","아주나쁨
16.67","쇼핑성
92%",https://itemscout.io/keyword?id=313061188
,441,아보아보투피스,코디세트,"1,270",70,"아주좋음
0.06",2.3,"보통
30.43","아주나쁨
30.43","쇼핑성
98%",https://itemscout.io/keyword?id=92643476
,53,lbl시어서커원피스,원피스,"1,550",38,"아주좋음
0.02",4.2,"아주좋음
9.05","아주나쁨
16.67","쇼핑성
92%",https://itemscout.io/keyword?id=313061188
,441,아보아보투피스,코디세트,"1,270",70,"아주좋음
0.06",2.3,"보통
30.43","아주나쁨
30.43","쇼핑성
98%",https://itemscout.io/keyword?id=92643476
,105,ap2wb560,블라우스/셔츠,"2,750",17,"아주좋음
0.01",13.4,"아주좋음
1.27","아주나쁨
5.22","쇼핑성
95%",https://itemscout.io/keyword?id=378022773
,302,제이로랑모달티블라우스,블라우스/셔츠,"1,810",50,"아주좋음
0.03",10.3,"아주좋음
4.85","아주나쁨
6.80","쇼핑성
95%",https://itemscout.io/keyword?id=378581241
,365,twwbln62090,블라우스/셔츠,"1,300",75,"아주좋음
0.06",0.0,-,-,"쇼핑성
92%",https://itemscout.io/keyword?id=369799138
,483,더엣지티블라우스,블라우스/셔츠,"1,150",58,"아주좋음
0.05",4.4,"좋음
13.18","아주나쁨
55.91","쇼핑성
95%",https://itemscout.io/keyword?id=262011549
,221,더엣지린넨퍼프니트,니트/스웨터,"1,570",42,"아주좋음
0.03",39.0,"아주좋음
1.08","보통
1.79","쇼핑성
92%",https://itemscout.io/keyword?id=369978218
,186,앤디아더가디건,카디건,"1,330",63,"아주좋음
0.05",10.9,"아주좋음
5.78","아주나쁨
6.42","쇼핑성
95%",https://itemscout.io/keyword?id=96700996
,399,지락실안유진볼레로,카디건,"1,400",94,"아주좋음
0.07",1.0,"아주나쁨
94.00","아주나쁨
70.00","쇼핑성
95%",https://itemscout.io/keyword?id=377700663
,100,메이듀썸머쿨데님,청바지,"1,650",69,"아주좋음
0.04",2.7,"보통
25.56","아주나쁨
25.93","쇼핑성
95%",https://itemscout.io/keyword?id=368270974
,83,제이로랑인견팬츠,바지,"3,150",41,"아주좋음
0.01",8.2,"아주좋음
5.00","아주나쁨
8.54","쇼핑성
98%",https://itemscout.io/keyword?id=377866193
,94,리더잭텐셀썸머팬츠,바지,"2,940",58,"아주좋음
0.02",6.2,"아주좋음
9.35","아주나쁨
11.29","쇼핑성
92%",https://itemscout.io/keyword?id=373135233
,385,므앤,바지,"3,930",62,"아주좋음
0.02",0.0,-,-,"쇼핑성
98%",https://itemscout.io/keyword?id=49728056
,488,에즈이프캘리카고,바지,"1,860",89,"아주좋음
0.05",11.1,"아주좋음
8.02","아주나쁨
6.31","쇼핑성
95%",https://itemscout.io/keyword?id=372836391
,274,지락실미미멜빵바지,점프슈트,"1,820",98,"아주좋음
0.05",4.0,"보통
24.50","아주나쁨
17.50","정보성
87%",https://itemscout.io/keyword?id=377016367
,95,허파고리레깅스,레깅스,"1,360",2,"아주좋음
0.00",2.0,"아주좋음
1.00","아주나쁨
35.00","쇼핑성
95%",https://itemscout.io/keyword?id=334769364
,112,젝스믹스,스포츠마스크,"91,060",25,"아주좋음
0.00","1,268.2","아주좋음
0.02","좋음
0.67","쇼핑성
98%",https://itemscout.io/keyword?id=42525671
,178,비나앤코레깅스,레깅스,"1,050",37,"아주좋음
0.04",71.2,"아주좋음
0.52","좋음
0.98","정보성
81%",https://itemscout.io/keyword?id=80394968
,193,비나앤코,레깅스,"3,860",90,"아주좋음
0.02",242.8,"아주좋음
0.37","아주좋음
0.34","쇼핑성&정보성
42% / 58%",https://itemscout.io/keyword?id=72025211
,378,오또맘,레깅스,"22,190",24,"아주좋음
0.00",0.0,-,-,"정보성
93%",https://itemscout.io/keyword?id=83340423
,379,허파고리,레깅스,"3,130",2,"아주좋음
0.00",2.0,"아주좋음
1.00","아주나쁨
35.00","쇼핑성
88%",https://itemscout.io/keyword?id=301519216
,439,안유진바이크쇼츠,레깅스,"1,740",16,"아주좋음
0.01",0.0,-,-,"정보성
61%",https://itemscout.io/keyword?id=375605167
,37,z224msg513,코트,"1,290",65,"아주좋음
0.05",0.0,-,-,"쇼핑성
98%",https://itemscout.io/keyword?id=341036767
,216,악귀김태리코트,코트,"2,000",40,"아주좋음
0.02",0.0,-,-,"쇼핑성
60%",https://itemscout.io/keyword?id=374369229
,27,a224pwdb13,점퍼,"1,390",69,"아주좋음
0.05",0.3,"아주나쁨
230.00","아주나쁨
233.33","쇼핑성
79%",https://itemscout.io/keyword?id=335199854
,50,베라왕램스킨구스다운,점퍼,"2,260",41,"아주좋음
0.02",8.0,"아주좋음
5.13","아주나쁨
8.75","쇼핑성
79%",https://itemscout.io/keyword?id=342856914
,82,twhjkm80050,재킷,"1,390",31,"아주좋음
0.02",2.0,"좋음
15.50","아주나쁨
35.00","쇼핑성
96%",https://itemscout.io/keyword?id=335313534
,107,폴앤조하프자켓,재킷,"1,020",23,"아주좋음
0.02",2.0,"좋음
11.50","아주나쁨
35.00","쇼핑성
95%",https://itemscout.io/keyword?id=377392127
,434,젝시믹스바람막이,재킷,"1,890",90,"아주좋음
0.05",1.0,"아주나쁨
90.00","아주나쁨
70.00","쇼핑성
97%",https://itemscout.io/keyword?id=114236161
,74,마르조썸머트레이닝,트레이닝복,"1,130",100,"아주좋음
0.09",5.0,"보통
20.00","아주나쁨
14.00","쇼핑성
95%",https://itemscout.io/keyword?id=360147841
,65,본한복한복,한복,"1,020",86,"아주좋음
0.08",2.0,"나쁨
43.00","아주나쁨
35.00","쇼핑성
98%",https://itemscout.io/keyword?id=332608055
,175,민주화한복,한복,"1,440",22,"아주좋음
0.02",0.5,"나쁨
44.00","아주나쁨
140.00","쇼핑성
98%",https://itemscout.io/keyword?id=79082650
,252,전주한복대여,체험,"3,160",43,"아주좋음
0.01",70.4,"아주좋음
0.61","나쁨
3.38","쇼핑성
92%",https://itemscout.io/keyword?id=76671
,298,한빔한복,한복,"1,100",23,"아주좋음
0.02",0.0,-,-,"쇼핑성&정보성
42% / 58%",https://itemscout.io/keyword?id=42891686
,324,광주한복대여,한복,"1,390",10,"아주좋음
0.01",55.4,"아주좋음
0.18","나쁨
2.96","정보성
90%",https://itemscout.io/keyword?id=88291481
,438,전주한옥마을한복대여,체험,"3,330",41,"아주좋음
0.01",140.7,"아주좋음
0.29","보통
1.28","쇼핑성
79%",https://itemscout.io/keyword?id=76675
,205,전주한복대여,체험,"3,160",43,"아주좋음
0.01",70.4,"아주좋음
0.61","나쁨
3.38","쇼핑성
92%",https://itemscout.io/keyword?id=76671
,329,전주한옥마을한복대여,체험,"3,330",41,"아주좋음
0.01",140.7,"아주좋음
0.29","보통
1.28","쇼핑성
79%",https://itemscout.io/keyword?id=76675
,332,엑스레이티드민니,파티복,"2,080",1,"아주좋음
0.00",0.0,-,-,"쇼핑성&정보성
56% / 44%",https://itemscout.io/keyword?id=373964623
,32,마띠아,유니폼/단체복,"1,180",67,"아주좋음
0.06",0.6,"아주나쁨
111.67","아주나쁨
116.67","쇼핑성
98%",https://itemscout.io/keyword?id=108990677
,52,누림상사,유니폼/단체복,"1,570",95,"아주좋음
0.06",80.6,"아주좋음
1.18","아주나쁨
4.39","쇼핑성
98%",https://itemscout.io/keyword?id=1514717
